Track,Album,Album Disc Number,Album Label,Album Track Number,Dates,District/Neighborhood,Holiday/Special Event,Land,Loop,Loop Notes,Loop Total Length,Loop Track Length,Track Artist,Track No.,Track Notes
 Colors of the Wind,"Beautiful Hollywood, track 8 ",,,,,Golden Vine Winery,,Golden State,Blue Sky Cellar v.3 [REF],,, 3:49.094,"Erich Kunzel, Cincinnati Pops Orchestra",12,from Blue Sky Cellar v.2 BGM
 Part of Your World,"Disney's Orchestra Collection Volume 2, track 2 ",,,,,Golden Vine Winery,,Golden State,Blue Sky Cellar v.3 [REF],,, 2:14.080,,13,from Blue Sky Cellar v.2 BGM
 Fashionette,The Palm Court Theatre Orchestra ,,,,,Golden Vine Winery,,Golden State,Blue Sky Cellar v.3 [REF],,, 4:37.277,,3,from Paradise Park BGM
 Just Around the Riverbend,"Disney's Orchestra Collection Volume 1, track 12 ",,,,,Golden Vine Winery,,Golden State,Blue Sky Cellar v.3 [REF],,, 2:58.290,,4,from Paradise Park BGM
 A Whole New World,"Disney's Orchestra Collection Volume 1, track 1 ",,,,,Golden Vine Winery,,Golden State,Blue Sky Cellar v.3 [REF],,, 2:45.764,,22,from Blue Sky Cellar v.2 BGM
The Chrysanthemum,New England Conservatory Ragtime Ensemble ,,,,,Golden Vine Winery,,Golden State,Blue Sky Cellar v.3 [REF],"This loop was the third version of the Blue Sky Cellar BGM, which corresponded with the Paradise Park and Ariel’s Undersea Adventure exhibits. The loop debuted in June 2010. A preliminary tracklist was compiled by pixelated based on his reference recording. See MouseBits, https://mousebits.com/smf/index.php?topic=5443.msg43796#msg43796 and https://mousebits.com/smf/index.php?topic=7842.msg69946#msg69946.",01:12:58.505, 3:42.345,,1,from Paradise Park BGM
 Little April Shower,"Disney's Orchestra Collection Volume 2, track 13 ",,,,,Golden Vine Winery,,Golden State,Blue Sky Cellar v.3 [REF],,, 3:05.056,,14,from Blue Sky Cellar v.2 BGM
 Go the Distance,"Just the Music Vol. 2, track 3 ",,,,,Golden Vine Winery,,Golden State,Blue Sky Cellar v.3 [REF],,, 3:08.446,,20,from Blue Sky Cellar v.2 BGM
 Silver Heels,"Ian Whitcomb, White Star Orchestra ",,,,,Golden Vine Winery,,Golden State,Blue Sky Cellar v.3 [REF],,, 2:52.516,,10,from Paradise Park BGM
 Fragrance,The Palm Court Theatre Orchestra ,,,,,Golden Vine Winery,,Golden State,Blue Sky Cellar v.3 [REF],,, 4:00.375,,2,from Paradise Park BGM
 I Ain't Got Nobody,Don Neely's Royal Society Jazz Orchestra ,,,,,Golden Vine Winery,,Golden State,Blue Sky Cellar v.3 [REF],,, 4:39.150,,9,from Paradise Park BGM
Transformation #1 (Final) and Transformation #2 (Final) medley,"The Music Behind the Magic, disc 2 (Beauty and the Beast), tracks 19 & 20 ",,,,,Golden Vine Winery,,Golden State,Blue Sky Cellar v.3 [REF],,, 5:43.057,,21,"from Blue Sky Cellar v.2 BGM
The loop track starts with the full ""Transformation #1 (Final)"" track and starts crossfading at about 1:32.958 into an edited version of ""Transformation #2 (Final)"". ""Transformation #2 (Final)"" is edited to remove the first 1.5 mins. so it starts at about 1:35.331"
Donald Duck's Theme,Toontown Disneyland BGM,,,,,Golden Vine Winery,,Golden State,Blue Sky Cellar v.1 [REF],"This loop was the first version of the Blue Sky Cellar BGM underlining the Mickey’s Fun Wheel exhibit, introduced on October 20, 2008. Preliminary tracklist compiled by CThaddeus based on his reference recording. All tracks originate in the original Mickey’s Toontown BGM. See MouseBits, https://mousebits.com/smf/index.php?topic=6732.msg62030#msg62030 and https://mousebits.com/smf/index.php?topic=7842.msg69946#msg69946.",~00:31:51,,,1,
Puppy Love,Toontown Disneyland BGM,,,,,Golden Vine Winery,,Golden State,Blue Sky Cellar v.1 [REF],,,,,5,
Thru the Mirrror,Toontown Disneyland BGM,,,,,Golden Vine Winery,,Golden State,Blue Sky Cellar v.1 [REF],,,,,2,
Camping Out,Toontown Disneyland BGM,,,,,Golden Vine Winery,,Golden State,Blue Sky Cellar v.1 [REF],,,,,6,
Goofy's Theme,Toontown Disneyland BGM,,,,,Golden Vine Winery,,Golden State,Blue Sky Cellar v.1 [REF],,,,,8,
Funny Little Bunnies,Toontown Disneyland BGM,,,,,Golden Vine Winery,,Golden State,Blue Sky Cellar v.1 [REF],,,,,4,
The Pied Piper,Toontown Disneyland BGM,,,,,Golden Vine Winery,,Golden State,Blue Sky Cellar v.1 [REF],,,,,3,
The Tortoise and the Hare,Toontown Disneyland BGM,,,,,Golden Vine Winery,,Golden State,Blue Sky Cellar v.1 [REF],,,,,7,
Pluto's Playmate,Toontown Disneyland BGM,,,,,Golden Vine Winery,,Golden State,Blue Sky Cellar v.1 [REF],,,,,9,
Playful Pluto,Toontown Disneyland BGM,,,,,Golden Vine Winery,,Golden State,Blue Sky Cellar v.1 [REF],,,,,10,
" Steamboat Willie",Toontown Disneyland BGM,,,,,Golden Vine Winery,,Golden State,Blue Sky Cellar v.1 [REF],,,,,11,
Hardtop Race,,,,,"February 1, 2012",,,Pacific Wharf,Blue Sky Cellar v.6,"This loop was the sixth version of the Blue Sky Cellar BGM for the Cars Land exhibit. Preliminary tracklist compiled by pixelated based on his reference recording. Many of the tracks could be from the Rhino Records ""Hot Rods & Custom Classics"" 4 CD box set. See MouseBits, https://mousebits.com/smf/index.php?topic=7842.msg69946#msg69946 and https://mousebits.com/smf/index.php?topic=6732.msg60829#msg60829",02:40:32.958,,George Stogner,1,
Wheels,,,,,,,,Pacific Wharf,Blue Sky Cellar v.6,,,,The Flying Burrito Brothers,55,
One Piece at a Time,,,,,"February 1, 2012",,,Pacific Wharf,Blue Sky Cellar v.6,,,,Johnny Cash,34,
Cadillac,,,,,,,,Pacific Wharf,Blue Sky Cellar v.6,,,,Bo Diddley,63,
Twin Pipes and Pin Stripes,,,,,"February 1, 2012",,,Pacific Wharf,Blue Sky Cellar v.6,,,,Sammy Masters,40,
Road Runner,,,,,"February 1, 2012",,,Pacific Wharf,Blue Sky Cellar v.6,,,,Bo Diddley,14,
"Slow Down ""GTO""",,,,,"February 1, 2012",,,Pacific Wharf,Blue Sky Cellar v.6,,,,Joe Louis Walker,2,
Hot Rod Lincoln,,,,,"February 1, 2012",,,Pacific Wharf,Blue Sky Cellar v.6,,,,Johnny Bond,39,
Motor Head Baby,,,,,"February 1, 2012",,,Pacific Wharf,Blue Sky Cellar v.6,,,,"Johnny ""Guitar"" Watson",8,
Pontiac Blues,,,,,,,,Pacific Wharf,Blue Sky Cellar v.6,,,,Sonny Boy Williamson,53,
Cruisin',,,,,"February 1, 2012",,,Pacific Wharf,Blue Sky Cellar v.6,,,,Gene Vincent & His Blue Caps,27,
I Want to Be Your Driver,,,,,,,,Pacific Wharf,Blue Sky Cellar v.6,,,,Chuck Berry,60,
Hot Rod Susie,,,,,,,,Pacific Wharf,Blue Sky Cellar v.6,,,,The Manin Brothers,59,
Pink Cadillac,,,,,"February 1, 2012",,,Pacific Wharf,Blue Sky Cellar v.6,,,,Sammy Masters & His Rocking Rhythms,48,
Dear Dad,,,,,,,,Pacific Wharf,Blue Sky Cellar v.6,,,,Chuck Berry,58,
Key to the Highway,,,,,"February 1, 2012",,,Pacific Wharf,Blue Sky Cellar v.6,,,,Little Walter,30,
King of the Road,,,,,"February 1, 2012",,,Pacific Wharf,Blue Sky Cellar v.6,,,,Roger Miller,3,
Hot Rod Queen,,,,,"February 1, 2012",,,Pacific Wharf,Blue Sky Cellar v.6,,,,Deke Dickerson,31,
You Can't Catch Me,,,,,"February 1, 2012",,,Pacific Wharf,Blue Sky Cellar v.6,,,,Chuck Berry,41,
Fastest Short in Town,,,,,"February 1, 2012",,,Pacific Wharf,Blue Sky Cellar v.6,,,,The Kentucky Colonels,37,
Maybellene,,,,,"February 1, 2012",,,Pacific Wharf,Blue Sky Cellar v.6,,,,Chuck Berry,23,
Look at That Cadillac,,,,,"February 1, 2012",,,Pacific Wharf,Blue Sky Cellar v.6,,,,Stray Cats,9,
Little Forty Ford,,,,,"February 1, 2012",,,Pacific Wharf,Blue Sky Cellar v.6,,,,Leon Smith,13,
Ford V-8,,,,,"February 1, 2012",,,Pacific Wharf,Blue Sky Cellar v.6,,,,Honey Boy Allen,21,
Mustang Sally,,,,,"February 1, 2012",,,Pacific Wharf,Blue Sky Cellar v.6,,,,Wilson Pickett,22,
I've Been Everywhere,,,,,"February 1, 2012",,,Pacific Wharf,Blue Sky Cellar v.6,,,,Hank Snow,6,
Hot Rod Man,,,,,"February 1, 2012",,,Pacific Wharf,Blue Sky Cellar v.6,,,,Tex Rubinowitz,12,
From a Buick 6,,,,,,,,Pacific Wharf,Blue Sky Cellar v.6,,,,Bob Dylan,62,
Sting Ray,,,,,"February 1, 2012",,,Pacific Wharf,Blue Sky Cellar v.6,,,,The Routers,17,
409,,,,,"February 1, 2012",,,Pacific Wharf,Blue Sky Cellar v.6,,,,The Quads,15,
Loud Mufflers,,,,,"February 1, 2012",,,Pacific Wharf,Blue Sky Cellar v.6,,,,Robert Williams and The Groovers,50,
Big Green Car,,,,,"February 1, 2012",,,Pacific Wharf,Blue Sky Cellar v.6,,,,Jimmy Carroll,18,
Hotrod Gang,,,,,,,,Pacific Wharf,Blue Sky Cellar v.6,,,,Stray Cats,52,
Flat Tire,,,,,"February 1, 2012",,,Pacific Wharf,Blue Sky Cellar v.6,,,,The Del Vikings,45,
Led Sled,,,,,"February 1, 2012",,,Pacific Wharf,Blue Sky Cellar v.6,,,,Denny Freeman,26,
Coupe de Ville Baby,,,,,"February 1, 2012",,,Pacific Wharf,Blue Sky Cellar v.6,,,,Vernon Green & The Medallions,24,
Go Champs Go,,,,,,,,Pacific Wharf,Blue Sky Cellar v.6,,,,The Champs,57,
Mustang Sally & GTO,,,,,,,,Pacific Wharf,Blue Sky Cellar v.6,,,,John Lee Hooker,61,
The Phantom Dragster,,,,,"February 1, 2012",,,Pacific Wharf,Blue Sky Cellar v.6,,,,The Bobby Fuller Four,44,
V-8 Ford Blues,,,,,"February 1, 2012",,,Pacific Wharf,Blue Sky Cellar v.6,,,,Mose Alllison,11,
Ride on Josephine,,,,,"February 1, 2012",,,Pacific Wharf,Blue Sky Cellar v.6,,,,Bo Diddley,5,
My White Convertible,,,,,"February 1, 2012",,,Pacific Wharf,Blue Sky Cellar v.6,,,,The Hall Brothers,49,
Draggin',,,,,"February 1, 2012",,,Pacific Wharf,Blue Sky Cellar v.6,,,,Curtis Gordon,33,
"Peroxide Blonde and a Hopped Up Model
  Ford",,,,,"February 1, 2012",,,Pacific Wharf,Blue Sky Cellar v.6,,,,Jumpin' Gene Simmons,4,
Let's Go for a Ride,,,,,"February 1, 2012",,,Pacific Wharf,Blue Sky Cellar v.6,,,,The Collegians,16,
My Old Car,,,,,"February 1, 2012",,,Pacific Wharf,Blue Sky Cellar v.6,,,,Lee Dorsey,47,
Automobiles,,,,,"February 1, 2012",,,Pacific Wharf,Blue Sky Cellar v.6,,,,The Spaniels,20,
Green Onions,,,,,,,,Pacific Wharf,Blue Sky Cellar v.6,,,,Booker T. & the MG's,54,
Rocket 88,,,,,"February 1, 2012",,,Pacific Wharf,Blue Sky Cellar v.6,,,,Jackie Brenston,32,
Hot Rodder's Lament,,,,,,,,Pacific Wharf,Blue Sky Cellar v.6,,,,Deke Dickerson,64,
Six Days on the Road,,,,,,,,Pacific Wharf,Blue Sky Cellar v.6,,,,Dave Dudley,51,
No Particular Place to Go,,,,,"February 1, 2012",,,Pacific Wharf,Blue Sky Cellar v.6,,,,Chuck Berry,28,
Spinout,,,,,"February 1, 2012",,,Pacific Wharf,Blue Sky Cellar v.6,,,,Elvis Presley,42,
Push Button Automobile,,,,,"February 1, 2012",,,Pacific Wharf,Blue Sky Cellar v.6,,,,The Medallions,7,
My Mustang Ford,,,,,"February 1, 2012",,,Pacific Wharf,Blue Sky Cellar v.6,,,,Chuck Berry,43,
Hot Rod Is Her Name,,,,,"February 1, 2012",,,Pacific Wharf,Blue Sky Cellar v.6,,,,Tom Tall,19,
Built for Speed,,,,,"February 1, 2012",,,Pacific Wharf,Blue Sky Cellar v.6,,,,Stray Cats,36,
Bring My Cadillac Back,,,,,"February 1, 2012",,,Pacific Wharf,Blue Sky Cellar v.6,,,,Baker Knight & The Knightmares,29,
V-8 Ford Boogie,,,,,,,,Pacific Wharf,Blue Sky Cellar v.6,,,,Eleven Hundred Springs,56,
Hot Rod,,,,,"February 1, 2012",,,Pacific Wharf,Blue Sky Cellar v.6,,,,The Collins Kids,25,
Stand on It,,,,,"February 1, 2012",,,Pacific Wharf,Blue Sky Cellar v.6,,,,Mel McDaniel,35,
Route 66,,,,,"February 1, 2012",,,Pacific Wharf,Blue Sky Cellar v.6,,,,Chuck Berry,10,
Rocking Little Roadster,Lightning McQueen's Fast Tracks,,,,"February 1, 2012",,,Pacific Wharf,Blue Sky Cellar v.6,,,,Gunnar Nelson,38,
Black and White Thunderbird,Lightning McQueen's Fast Tracks,,,,"February 1, 2012",,,Pacific Wharf,Blue Sky Cellar v.6,,,,"Fred Mollin & The Blue Sea Band, featuring Jaime Babbitt, Britt Savage",46,
 Miracle,Television,,,,,,,Sunshine Plaza,Glow Fest v.1,"This loop played for the first of the Glow Fest opening performances in Sunshine Plaza in 2010. Preliminary track list compiled by pixelated based on his reference recording. See MouseBits, https://forums.mousebits.com/threads/glow-fest.5512/#post-78690",Unknown,,Baaba Maal,1,
 Beedi,Omkara OST,,,,,,,Sunshine Plaza,Glow Fest v.1,,,,"Sunidhi Chauhan, Sukhwinder Singh",7,Edited
 Tijuana Sound Machine (remix),Tijuana Sound Machine,,,,,,,Sunshine Plaza,Glow Fest v.1,,,,Nortec Collective Presents Bostich & Fussible,16,
 Nagada Nagada,Jab We Met [#2] OST,,,,,,,Sunshine Plaza,Glow Fest v.1,,,,Sonu Nigam,8,Edited 4 seconds longer intro
 Niki Nana (We're One),Tribute,,,,,,,Sunshine Plaza,Glow Fest v.1,,,,Yanni,3,Edited
 Follow The Drums (Original Mix),African Rhythm,,,,,,,Sunshine Plaza,Glow Fest v.1,,,,Jambola,4,
 Teri Ore,Singh is Kinng OST,,,,,,,Sunshine Plaza,Glow Fest v.1,,,,Rahat Fateh Ali Khan & Shireya Ghoshal,12,Heavily edited
 Jai Ho,Slumdog Millionaire OST,,,,,,,Sunshine Plaza,Glow Fest v.1,,,,A. R. Rahman,15,Edited
 Punjabi Wedding Song,Bride & Prejudice OST,,,,,,,Sunshine Plaza,Glow Fest v.1,,,,Sonu Nigam & Gayatri Iyer,13,Edited
 Camel's Rhythm (Percussion),Egypt-A Musical Voyage,,,,,,,Sunshine Plaza,Glow Fest v.1,,,,Upper Egypt Ensemble,5,
 Liquid Dance,Slumdog Millionaire OST,,,,,,,Sunshine Plaza,Glow Fest v.1,,,,A. R. Rahman,11,Edited
 Dacoit Duel,Between Heaven and Earth,,,,,,,Sunshine Plaza,Glow Fest v.1,,,,A. R. Rahman,6,Edited
" Say ""Shava Shava""",Bombay Boogie Night (compilation) or Kabhi Khushi Kabhie Gham OST,,,,,,,Sunshine Plaza,Glow Fest v.1,,,,Sometimes Happy Sometimes Sad,14,Edited
 Camel's Rhythm (Percussion),Egypt-A Musical Voyage,,,,,,,Sunshine Plaza,Glow Fest v.1,,,,Upper Egypt Ensemble,2,
 Barso Re,The Best of A.R. Rahman,,,,,,,Sunshine Plaza,Glow Fest v.1,,,,A. R. Rahman,9,Edited
 Gunji Aangna Mein Shehnai,Life Partner OST,,,,,,,Sunshine Plaza,Glow Fest v.1,,,,Sunidhi Chauhan & Kirti Sagthiya,10,Edited
 Miracle,Television,,,,,,,Sunshine Plaza,Glow Fest v.2,"This loop played for the second of the Glow Fest opening performances in Sunshine Plaza in 2010. Preliminary track list compiled by pixelated based on his reference recording. See MouseBits, https://forums.mousebits.com/threads/glow-fest.5512/#post-78690",Unknown,,Baaba Maal,1,
 Punjabi Wedding Song ,Bride & Prejudice OST,,,,,,,Sunshine Plaza,Glow Fest v.2,,,,Sonu Nigam & Gayatri Iyer,12,Edited
 Camel's Rhythm (Percussion),Egypt-A Musical Voyage,,,,,,,Sunshine Plaza,Glow Fest v.2,,,,Upper Egypt Ensemble,2,
 Teri Ore,Singh is Kinng OST,,,,,,,Sunshine Plaza,Glow Fest v.2,,,,Rahat Fateh Ali Khan & Shireya Ghoshal,11,Heavily edited
 Magalenha,Dance With Me OST or Brasileiro,,,,,,,Sunshine Plaza,Glow Fest v.2,,,,Sergio Mendes,4,
 Barso Re ,The Best of A.R. Rahman,,,,,,,Sunshine Plaza,Glow Fest v.2,,,,A. R. Rahman,8,Edited
 Beedi ,Omkara OST,,,,,,,Sunshine Plaza,Glow Fest v.2,,,,"Sunidhi Chauhan, Sukhwinder Singh",6,Edited
 Jai Ho ,Slumdog Millionaire OST,,,,,,,Sunshine Plaza,Glow Fest v.2,,,,A. R. Rahman,14,Edited
 Liquid Dance ,Slumdog Millionaire OST,,,,,,,Sunshine Plaza,Glow Fest v.2,,,,A. R. Rahman,10,Edited
" Say ""Shava Shava"" ",Bombay Boogie Night (compilation) or Kabhi Khushi Kabhie Gham OST,,,,,,,Sunshine Plaza,Glow Fest v.2,,,,Sometimes Happy Sometimes Sad,13,Edited
 Gunji Aangna Mein Shehnai ,Life Partner OST,,,,,,,Sunshine Plaza,Glow Fest v.2,,,,Sunidhi Chauhan & Kirti Sagthiya,9,Edited
 Around The World,Homework,,,,,,,Sunshine Plaza,Glow Fest v.2,,,,Daft Punk,15,
 Dacoit Duel ,Between Heaven and Earth,,,,,,,Sunshine Plaza,Glow Fest v.2,,,,A. R. Rahman,5,Edited
 Nagada Nagada,Jab We Met [#2] OST,,,,,,,Sunshine Plaza,Glow Fest v.2,,,,Sonu Nigam,7,Edited
 Rabekin,The Company OST or Dream Dancer,,,,,,,Sunshine Plaza,Glow Fest v.2,,,,Light Rain,3,
Lazy,,,,,,Grizzly Peak Airfield,,Grizzly Peak,Grizzly Peak Rambler Station Wagon,,, 00:02:37.147,Ella Fitzgerald,25,
You Are My Sunshine,,,,,,Grizzly Peak Airfield,,Grizzly Peak,Grizzly Peak Rambler Station Wagon,,, 00:03:19.949,Mitch Miller & The Gang,33,Preceded by no gap
Butterfly,,,,,,Grizzly Peak Airfield,,Grizzly Peak,Grizzly Peak Rambler Station Wagon,,, 00:02:19.511,Andy Williams,30,
Magic Moments,,,,,,Grizzly Peak Airfield,,Grizzly Peak,Grizzly Peak Rambler Station Wagon,,, 00:02:39.593,Perry Como,15,
You're An Old Smoothie,,,,,,Grizzly Peak Airfield,,Grizzly Peak,Grizzly Peak Rambler Station Wagon,,, 00:02:22.442,Ray Conniff,23,
The World Is Waiting For The Sunrise,,,,,,Grizzly Peak Airfield,,Grizzly Peak,Grizzly Peak Rambler Station Wagon,,, 00:02:10.557,Les Paul & Mary Ford,4,Preceded by no gap
Let's Dance At Disneyland,Unreleased,,,,,Grizzly Peak Airfield,,Grizzly Peak,Grizzly Peak Rambler Station Wagon,,, 00:01:02.275,Studio Chorus,7,This is a 1-minute 1959 radio spot; not the version from “Date Nite at Disneyland” (1958). Can be found on Rick Conant’s YouTube https://discord.com/channels/@me/1087475219255537754/1362913722603016402.
Almost There,,,,,,Grizzly Peak Airfield,,Grizzly Peak,Grizzly Peak Rambler Station Wagon,,, 00:02:55.753,Andy Williams,21,
Tall Paul,,,,,,Grizzly Peak Airfield,,Grizzly Peak,Grizzly Peak Rambler Station Wagon,,, 00:01:33.414,Annette,11,
Wrap Your Troubles In Dreams,,,,,,Grizzly Peak Airfield,,Grizzly Peak,Grizzly Peak Rambler Station Wagon,,, 00:02:55.448,Dean Martin,26,
Lazy River,,,,,,Grizzly Peak Airfield,,Grizzly Peak,Grizzly Peak Rambler Station Wagon,,, 00:02:44.976,The Mills Brothers,20,
Smile Right Back At The Sun,,,,,,Grizzly Peak Airfield,,Grizzly Peak,Grizzly Peak Rambler Station Wagon,,, 00:02:43.675,Bing Crosby,22,Preceded by a very short gap
Watching The World Go By,,,,,,Grizzly Peak Airfield,,Grizzly Peak,Grizzly Peak Rambler Station Wagon,,, 00:02:06.927,Dean Martin,17,
On A Clear Day,,,,,,Grizzly Peak Airfield,,Grizzly Peak,Grizzly Peak Rambler Station Wagon,,, 00:03:10.438,Robert Goulet,29,
High Hopes,,,,,,Grizzly Peak Airfield,,Grizzly Peak,Grizzly Peak Rambler Station Wagon,,, 00:02:40.031,Frank Sinatra,6,
Let's Get Together,The Parent Trap OST,,,,,Grizzly Peak Airfield,,Grizzly Peak,Grizzly Peak Rambler Station Wagon,,, 00:01:27.773,Hayley Mills,2,Preceded by no gap
Powder Your Face With Sunshine (Smile! Smile! Smile!),,,,,,Grizzly Peak Airfield,,Grizzly Peak,Grizzly Peak Rambler Station Wagon,,, 00:02:30.858,Dean Martin,12,
Vacation,,,,,,Grizzly Peak Airfield,,Grizzly Peak,Grizzly Peak Rambler Station Wagon,,, 00:02:20.602,Connie Francis,32,Preceded by no gap
"Theme From ""A Summer Place""",,,,,,Grizzly Peak Airfield,,Grizzly Peak,Grizzly Peak Rambler Station Wagon,,, 00:02:21.029,Percy Faith & His Orchestra,18,
Humphrey Hop,Classic Disney Volume V: 60 Years of Musical Magic,,,,,Grizzly Peak Airfield,,Grizzly Peak,Grizzly Peak Rambler Station Wagon,,, 00:01:21.860,Studio Chorus,8,Preceded by a 4 second gap
The Lonely Bull,,,,,,Grizzly Peak Airfield,,Grizzly Peak,Grizzly Peak Rambler Station Wagon,"This loop plays from speakers inside the Rambler Super Cross Country Wagon at Grizzly Peak Airfield near Refreshment Point. This is a verified tracklist compiled by pixelated and SSrustworthy based on pixelated’s reference recording. Seems to not play anymore as of 2022. See MouseBits, https://forums.mousebits.com/threads/grizzly-peak-airfield-rambler-station-wagon-interior-loop.9079/ (2015).",01:23:34.070, 00:02:10.011,Herb Alpert & The Tijuana Brass,1,Preceded by 4.8 sec. silent gap
This Land Is Your Land,,,,,,Grizzly Peak Airfield,,Grizzly Peak,Grizzly Peak Rambler Station Wagon,,, 00:03:20.675,Bing Crosby featuring Fred Waring & The Pennsylvanians,3,Preceded by very short/no gap
"That Sunday, That Summer",,,,,,Grizzly Peak Airfield,,Grizzly Peak,Grizzly Peak Rambler Station Wagon,,, 00:03:09.173,Nat King Cole,24,Preceded by a very short gap
That Happy Feeling,,,,,,Grizzly Peak Airfield,,Grizzly Peak,Grizzly Peak Rambler Station Wagon,,, 00:02:52.044,Bert Kaempfert,27,
Bright And Shiny,,,,,,Grizzly Peak Airfield,,Grizzly Peak,Grizzly Peak Rambler Station Wagon,,, 00:02:35.323,Doris Day,28,
Gone Fishin',,,,,,Grizzly Peak Airfield,,Grizzly Peak,Grizzly Peak Rambler Station Wagon,,, 00:02:27.819,"Bing Crosby, Louis Armstrong",14,~2-3 sec. overlap with previous track
So Rare,,,,,,Grizzly Peak Airfield,,Grizzly Peak,Grizzly Peak Rambler Station Wagon,,, 00:01:57.080,Andy Williams,10,Preceded by no gap
You Make Me Feel So Young,,,,,,Grizzly Peak Airfield,,Grizzly Peak,Grizzly Peak Rambler Station Wagon,,, 00:02:54.694,Frank Sinatra,19,Preceded by no gap
"Mountain Greenery (from “Words and Music”, 1948)",,,,,,Grizzly Peak Airfield,,Grizzly Peak,Grizzly Peak Rambler Station Wagon,,, 00:03:49.781,Perry Como,9,
